Timestamp,Date,Measure,USDT,USDC,BUSD,PYUSD,USDM,GYEN,EUROe,EURCV,EURC,EURT,AGEUR,EURS,USDP,ZUSD,GUSD,FDUSD,USDe,GHO,USDV,FRAX,DAI,MXNT,CNHT,USDD,VCHF,TRYB,AUDD,BEAN,XIDR,USDGLO,LUSD,XSGD,sUSD,sEUR,1GBP,BRZ,IDRT,AUDF,BSC-BUSD,BSC-USD,USDL,aUSDT,USD0,AUSD,USDz,AEUR,M,deUSD
1511827200000,2017-11-28,Circulating Market Value (Dollar),10005.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511913600000,2017-11-29,Circulating Market Value (Dollar),10191.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512000000000,2017-11-30,Circulating Market Value (Dollar),10089.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512086400000,2017-12-01,Circulating Market Value (Dollar),10084.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512172800000,2017-12-02,Circulating Market Value (Dollar),9996.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512259200000,2017-12-03,Circulating Market Value (Dollar),9936.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512345600000,2017-12-04,Circulating Market Value (Dollar),10017.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512432000000,2017-12-05,Circulating Market Value (Dollar),10023.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512518400000,2017-12-06,Circulating Market Value (Dollar),10093.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512604800000,2017-12-07,Circulating Market Value (Dollar),10312.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512691200000,2017-12-08,Circulating Market Value (Dollar),10175.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512777600000,2017-12-09,Circulating Market Value (Dollar),10184.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512864000000,2017-12-10,Circulating Market Value (Dollar),10166.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512950400000,2017-12-11,Circulating Market Value (Dollar),10107.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513036800000,2017-12-12,Circulating Market Value (Dollar),10740.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513123200000,2017-12-13,Circulating Market Value (Dollar),10194.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513209600000,2017-12-14,Circulating Market Value (Dollar),10114.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513296000000,2017-12-15,Circulating Market Value (Dollar),10160.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513382400000,2017-12-16,Circulating Market Value (Dollar),10074.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513468800000,2017-12-17,Circulating Market Value (Dollar),10106.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513555200000,2017-12-18,Circulating Market Value (Dollar),10142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513641600000,2017-12-19,Circulating Market Value (Dollar),10153.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513728000000,2017-12-20,Circulating Market Value (Dollar),10005.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513814400000,2017-12-21,Circulating Market Value (Dollar),10083.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513900800000,2017-12-22,Circulating Market Value (Dollar),10353.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513987200000,2017-12-23,Circulating Market Value (Dollar),10520.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514073600000,2017-12-24,Circulating Market Value (Dollar),10292.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514160000000,2017-12-25,Circulating Market Value (Dollar),10112.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514246400000,2017-12-26,Circulating Market Value (Dollar),10044.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514332800000,2017-12-27,Circulating Market Value (Dollar),10037.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514419200000,2017-12-28,Circulating Market Value (Dollar),10095.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514505600000,2017-12-29,Circulating Market Value (Dollar),10032.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514592000000,2017-12-30,Circulating Market Value (Dollar),10184.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400000,2017-12-31,Circulating Market Value (Dollar),10123.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514764800000,2018-01-01,Circulating Market Value (Dollar),10089.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514851200000,2018-01-02,Circulating Market Value (Dollar),10039.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514937600000,2018-01-03,Circulating Market Value (Dollar),10157.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515024000000,2018-01-04,Circulating Market Value (Dollar),10027.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515110400000,2018-01-05,Circulating Market Value (Dollar),9996.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515196800000,2018-01-06,Circulating Market Value (Dollar),10085.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515283200000,2018-01-07,Circulating Market Value (Dollar),10013.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515369600000,2018-01-08,Circulating Market Value (Dollar),10123.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515456000000,2018-01-09,Circulating Market Value (Dollar),10041.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515542400000,2018-01-10,Circulating Market Value (Dollar),30079023.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515628800000,2018-01-11,Circulating Market Value (Dollar),30194862.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515715200000,2018-01-12,Circulating Market Value (Dollar),30126740.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515801600000,2018-01-13,Circulating Market Value (Dollar),30079324.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515888000000,2018-01-14,Circulating Market Value (Dollar),30520769.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515974400000,2018-01-15,Circulating Market Value (Dollar),30233273.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516060800000,2018-01-16,Circulating Market Value (Dollar),30920802.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516147200000,2018-01-17,Circulating Market Value (Dollar),30636908.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516233600000,2018-01-18,Circulating Market Value (Dollar),30672919.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516320000000,2018-01-19,Circulating Market Value (Dollar),30176556.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516406400000,2018-01-20,Circulating Market Value (Dollar),30116834.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516492800000,2018-01-21,Circulating Market Value (Dollar),30100030.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516579200000,2018-01-22,Circulating Market Value (Dollar),29792337.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516665600000,2018-01-23,Circulating Market Value (Dollar),30224272.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516752000000,2018-01-24,Circulating Market Value (Dollar),30155849.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516838400000,2018-01-25,Circulating Market Value (Dollar),29982000.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516924800000,2018-01-26,Circulating Market Value (Dollar),29772860.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517011200000,2018-01-27,Circulating Market Value (Dollar),29876665.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517097600000,2018-01-28,Circulating Market Value (Dollar),59345330.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517184000000,2018-01-29,Circulating Market Value (Dollar),59787364.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517270400000,2018-01-30,Circulating Market Value (Dollar),59696325.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517356800000,2018-01-31,Circulating Market Value (Dollar),59407139.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517443200000,2018-02-01,Circulating Market Value (Dollar),59596470.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517529600000,2018-02-02,Circulating Market Value (Dollar),58724406.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517616000000,2018-02-03,Circulating Market Value (Dollar),59376113.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517702400000,2018-02-04,Circulating Market Value (Dollar),59972314.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517788800000,2018-02-05,Circulating Market Value (Dollar),59763839.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517875200000,2018-02-06,Circulating Market Value (Dollar),60649709.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517961600000,2018-02-07,Circulating Market Value (Dollar),59741094.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518048000000,2018-02-08,Circulating Market Value (Dollar),59986957.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518134400000,2018-02-09,Circulating Market Value (Dollar),61085380.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518220800000,2018-02-10,Circulating Market Value (Dollar),60111418.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518307200000,2018-02-11,Circulating Market Value (Dollar),60339451.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518393600000,2018-02-12,Circulating Market Value (Dollar),60410266.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518480000000,2018-02-13,Circulating Market Value (Dollar),60097611.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518566400000,2018-02-14,Circulating Market Value (Dollar),60229634.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518652800000,2018-02-15,Circulating Market Value (Dollar),59865197.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518739200000,2018-02-16,Circulating Market Value (Dollar),60077209.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518825600000,2018-02-17,Circulating Market Value (Dollar),60145019.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518912000000,2018-02-18,Circulating Market Value (Dollar),60383862.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518998400000,2018-02-19,Circulating Market Value (Dollar),60207436.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519084800000,2018-02-20,Circulating Market Value (Dollar),59995717.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519171200000,2018-02-21,Circulating Market Value (Dollar),60046004.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519257600000,2018-02-22,Circulating Market Value (Dollar),60086809.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519344000000,2018-02-23,Circulating Market Value (Dollar),60201434.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519430400000,2018-02-24,Circulating Market Value (Dollar),59877737.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519516800000,2018-02-25,Circulating Market Value (Dollar),60367057.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519603200000,2018-02-26,Circulating Market Value (Dollar),60312453.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519689600000,2018-02-27,Circulating Market Value (Dollar),60082009.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519776000000,2018-02-28,Circulating Market Value (Dollar),59937507.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519862400000,2018-03-01,Circulating Market Value (Dollar),60123415.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519948800000,2018-03-02,Circulating Market Value (Dollar),60047807.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520035200000,2018-03-03,Circulating Market Value (Dollar),59943330.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520121600000,2018-03-04,Circulating Market Value (Dollar),60083812.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520208000000,2018-03-05,Circulating Market Value (Dollar),59802784.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520294400000,2018-03-06,Circulating Market Value (Dollar),59878038.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520380800000,2018-03-07,Circulating Market Value (Dollar),60051405.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520467200000,2018-03-08,Circulating Market Value (Dollar),60188829.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520553600000,2018-03-09,Circulating Market Value (Dollar),60202629.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520640000000,2018-03-10,Circulating Market Value (Dollar),60111418.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520726400000,2018-03-11,Circulating Market Value (Dollar),60160622.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520812800000,2018-03-12,Circulating Market Value (Dollar),60567491.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520899200000,2018-03-13,Circulating Market Value (Dollar),59966852.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520985600000,2018-03-14,Circulating Market Value (Dollar),59963132.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521072000000,2018-03-15,Circulating Market Value (Dollar),59760477.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521158400000,2018-03-16,Circulating Market Value (Dollar),60124016.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521244800000,2018-03-17,Circulating Market Value (Dollar),60027405.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521331200000,2018-03-18,Circulating Market Value (Dollar),60116218.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521417600000,2018-03-19,Circulating Market Value (Dollar),59801403.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521504000000,2018-03-20,Circulating Market Value (Dollar),59935826.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521590400000,2018-03-21,Circulating Market Value (Dollar),60295649.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521676800000,2018-03-22,Circulating Market Value (Dollar),60055605.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521763200000,2018-03-23,Circulating Market Value (Dollar),60006340.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521849600000,2018-03-24,Circulating Market Value (Dollar),59915724.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521936000000,2018-03-25,Circulating Market Value (Dollar),60043007.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522022400000,2018-03-26,Circulating Market Value (Dollar),60048408.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522108800000,2018-03-27,Circulating Market Value (Dollar),60173828.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522195200000,2018-03-28,Circulating Market Value (Dollar),60398262.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522281600000,2018-03-29,Circulating Market Value (Dollar),60113214.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522368000000,2018-03-30,Circulating Market Value (Dollar),59586870.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400000,2018-03-31,Circulating Market Value (Dollar),60047807.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522540800000,2018-04-01,Circulating Market Value (Dollar),60051405.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522627200000,2018-04-02,Circulating Market Value (Dollar),60207436.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522713600000,2018-04-03,Circulating Market Value (Dollar),59983534.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522800000000,2018-04-04,Circulating Market Value (Dollar),60048408.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522886400000,2018-04-05,Circulating Market Value (Dollar),60020201.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522972800000,2018-04-06,Circulating Market Value (Dollar),60010000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523059200000,2018-04-07,Circulating Market Value (Dollar),60094013.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523145600000,2018-04-08,Circulating Market Value (Dollar),60037606.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523232000000,2018-04-09,Circulating Market Value (Dollar),59986896.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523318400000,2018-04-10,Circulating Market Value (Dollar),59863215.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523404800000,2018-04-11,Circulating Market Value (Dollar),59940447.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523491200000,2018-04-12,Circulating Market Value (Dollar),59715469.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523577600000,2018-04-13,Circulating Market Value (Dollar),59999698.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523664000000,2018-04-14,Circulating Market Value (Dollar),59752711.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523750400000,2018-04-15,Circulating Market Value (Dollar),59938723.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523836800000,2018-04-16,Circulating Market Value (Dollar),60027462.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523923200000,2018-04-17,Circulating Market Value (Dollar),60050304.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524009600000,2018-04-18,Circulating Market Value (Dollar),59899420.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524096000000,2018-04-19,Circulating Market Value (Dollar),60001698.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524182400000,2018-04-20,Circulating Market Value (Dollar),60040804.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524268800000,2018-04-21,Circulating Market Value (Dollar),59996915.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524355200000,2018-04-22,Circulating Market Value (Dollar),60009338.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524441600000,2018-04-23,Circulating Market Value (Dollar),60169585.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524528000000,2018-04-24,Circulating Market Value (Dollar),60092561.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524614400000,2018-04-25,Circulating Market Value (Dollar),60123637.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524700800000,2018-04-26,Circulating Market Value (Dollar),60063195.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524787200000,2018-04-27,Circulating Market Value (Dollar),60035181.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524873600000,2018-04-28,Circulating Market Value (Dollar),59866896.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524960000000,2018-04-29,Circulating Market Value (Dollar),59953667.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525046400000,2018-04-30,Circulating Market Value (Dollar),60029071.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525132800000,2018-05-01,Circulating Market Value (Dollar),59938466.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525219200000,2018-05-02,Circulating Market Value (Dollar),59949343.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525305600000,2018-05-03,Circulating Market Value (Dollar),59952072.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525392000000,2018-05-04,Circulating Market Value (Dollar),61446873.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525478400000,2018-05-05,Circulating Market Value (Dollar),59853511.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525564800000,2018-05-06,Circulating Market Value (Dollar),59542488.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525651200000,2018-05-07,Circulating Market Value (Dollar),59559238.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525737600000,2018-05-08,Circulating Market Value (Dollar),59925768.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525824000000,2018-05-09,Circulating Market Value (Dollar),59945762.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525910400000,2018-05-10,Circulating Market Value (Dollar),60059339.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525996800000,2018-05-11,Circulating Market Value (Dollar),59974066.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526083200000,2018-05-12,Circulating Market Value (Dollar),60172611.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526169600000,2018-05-13,Circulating Market Value (Dollar),60374991.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526256000000,2018-05-14,Circulating Market Value (Dollar),60061757.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526342400000,2018-05-15,Circulating Market Value (Dollar),60086344.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526428800000,2018-05-16,Circulating Market Value (Dollar),59928987.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526515200000,2018-05-17,Circulating Market Value (Dollar),60178120.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526601600000,2018-05-18,Circulating Market Value (Dollar),60097476.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
