Timestamp,Date,Measure,PAXG,XAUT,TXAU,TXAG,TXPT,VNXAU,WTGOLD
1619568000000,2021-04-28,Circulating Market Value (Dollar),177751625.33,,,,,,
1619654400000,2021-04-29,Circulating Market Value (Dollar),178532541.65,,,,,,
1619740800000,2021-04-30,Circulating Market Value (Dollar),179503527.47,,,,,,
1619827200000,2021-05-01,Circulating Market Value (Dollar),179529753.15,,,,,,
1619913600000,2021-05-02,Circulating Market Value (Dollar),179761923.98,,,,,,
1620000000000,2021-05-03,Circulating Market Value (Dollar),179454544.26,,,,,,
1620086400000,2021-05-04,Circulating Market Value (Dollar),183959398.20,,,,,,
1620172800000,2021-05-05,Circulating Market Value (Dollar),181555214.68,,,,,,
1620259200000,2021-05-06,Circulating Market Value (Dollar),183732818.43,,,,,,
1620345600000,2021-05-07,Circulating Market Value (Dollar),187342804.25,,,,,,
1620432000000,2021-05-08,Circulating Market Value (Dollar),189940994.44,,,,,,
1620518400000,2021-05-09,Circulating Market Value (Dollar),190056320.14,,,,,,
1620604800000,2021-05-10,Circulating Market Value (Dollar),191622244.86,,,,,,
1620691200000,2021-05-11,Circulating Market Value (Dollar),199488296.76,,,,,,
1620777600000,2021-05-12,Circulating Market Value (Dollar),200842320.25,,,,,,
1620864000000,2021-05-13,Circulating Market Value (Dollar),195539213.73,,,,,,
1620950400000,2021-05-14,Circulating Market Value (Dollar),209014680.72,,,,,,
1621036800000,2021-05-15,Circulating Market Value (Dollar),209636622.47,,,,,,
1621123200000,2021-05-16,Circulating Market Value (Dollar),210018514.60,,,,,,
1621209600000,2021-05-17,Circulating Market Value (Dollar),232421987.80,,,,,,
1621296000000,2021-05-18,Circulating Market Value (Dollar),246016936.59,,,,,,
1621382400000,2021-05-19,Circulating Market Value (Dollar),245647928.13,,,,,,
1621468800000,2021-05-20,Circulating Market Value (Dollar),243231125.12,,,,,,
1621555200000,2021-05-21,Circulating Market Value (Dollar),231680074.30,,,,,,
1621641600000,2021-05-22,Circulating Market Value (Dollar),237469980.65,,,,,,
1621728000000,2021-05-23,Circulating Market Value (Dollar),235996401.57,,,,,,
1621814400000,2021-05-24,Circulating Market Value (Dollar),242377608.59,,,,,,
1621900800000,2021-05-25,Circulating Market Value (Dollar),240155032.10,,,,,,
1621987200000,2021-05-26,Circulating Market Value (Dollar),248245038.36,,,,,,
1622073600000,2021-05-27,Circulating Market Value (Dollar),251021960.39,,,,,,
1622160000000,2021-05-28,Circulating Market Value (Dollar),252668787.38,,,,,,
1622246400000,2021-05-29,Circulating Market Value (Dollar),254426751.01,,,,,,
1622332800000,2021-05-30,Circulating Market Value (Dollar),257583209.92,,,,,,
1622419200000,2021-05-31,Circulating Market Value (Dollar),254146087.32,,,,,,
1622505600000,2021-06-01,Circulating Market Value (Dollar),263639318.98,,,,,,
1622592000000,2021-06-02,Circulating Market Value (Dollar),265846670.00,,,,,,
1622678400000,2021-06-03,Circulating Market Value (Dollar),265108302.26,,,,,,
1622764800000,2021-06-04,Circulating Market Value (Dollar),260831793.19,,,,,,
1622851200000,2021-06-05,Circulating Market Value (Dollar),261938940.30,,,,,,
1622937600000,2021-06-06,Circulating Market Value (Dollar),263350718.03,,,,,,
1623024000000,2021-06-07,Circulating Market Value (Dollar),276097081.75,,,,,,
1623110400000,2021-06-08,Circulating Market Value (Dollar),273439650.89,,,,,,
1623196800000,2021-06-09,Circulating Market Value (Dollar),275278391.59,,,,,,
1623283200000,2021-06-10,Circulating Market Value (Dollar),273551623.72,,,,,,
1623369600000,2021-06-11,Circulating Market Value (Dollar),279342576.01,,,,,,
1623456000000,2021-06-12,Circulating Market Value (Dollar),278276207.94,,,,,,
1623542400000,2021-06-13,Circulating Market Value (Dollar),278137753.77,,,,,,
1623628800000,2021-06-14,Circulating Market Value (Dollar),279218075.77,,,,,,
1623715200000,2021-06-15,Circulating Market Value (Dollar),278024747.23,,,,,,
1623801600000,2021-06-16,Circulating Market Value (Dollar),276760816.09,,,,,,
1623888000000,2021-06-17,Circulating Market Value (Dollar),271820983.48,,,,,,
1623974400000,2021-06-18,Circulating Market Value (Dollar),268795378.83,,,,,,
1624060800000,2021-06-19,Circulating Market Value (Dollar),264808423.45,,,,,,
1624147200000,2021-06-20,Circulating Market Value (Dollar),264501888.84,,,,,,
1624233600000,2021-06-21,Circulating Market Value (Dollar),276777133.39,,,,,,
1624320000000,2021-06-22,Circulating Market Value (Dollar),284124637.44,,,,,,
1624406400000,2021-06-23,Circulating Market Value (Dollar),282692752.64,,,,,,
1624492800000,2021-06-24,Circulating Market Value (Dollar),282491255.29,,,,,,
1624579200000,2021-06-25,Circulating Market Value (Dollar),282000406.15,,,,,,
1624665600000,2021-06-26,Circulating Market Value (Dollar),283009631.40,,,,,,
1624752000000,2021-06-27,Circulating Market Value (Dollar),283470848.01,,,,,,
1624838400000,2021-06-28,Circulating Market Value (Dollar),286614336.16,,,,,,
1624924800000,2021-06-29,Circulating Market Value (Dollar),287178094.23,,,,,,
1625011200000,2021-06-30,Circulating Market Value (Dollar),283220664.68,,,,,,
1625097600000,2021-07-01,Circulating Market Value (Dollar),286332357.95,,,,,,
1625184000000,2021-07-02,Circulating Market Value (Dollar),286023813.51,,,,,,
1625270400000,2021-07-03,Circulating Market Value (Dollar),288857033.38,,,,,,
1625356800000,2021-07-04,Circulating Market Value (Dollar),288433262.43,,,,,,
1625443200000,2021-07-05,Circulating Market Value (Dollar),288311569.14,,,,,,
1625529600000,2021-07-06,Circulating Market Value (Dollar),288226246.65,,,,,,
1625616000000,2021-07-07,Circulating Market Value (Dollar),289508592.23,,,,,,
1625702400000,2021-07-08,Circulating Market Value (Dollar),289827287.58,,,,,,
1625788800000,2021-07-09,Circulating Market Value (Dollar),291540282.43,,,,,,
1625875200000,2021-07-10,Circulating Market Value (Dollar),292153902.76,,,,,,
1625961600000,2021-07-11,Circulating Market Value (Dollar),291448179.61,,,,,,
1626048000000,2021-07-12,Circulating Market Value (Dollar),294930580.75,,,,,,
1626134400000,2021-07-13,Circulating Market Value (Dollar),300564232.85,,,,,,
1626220800000,2021-07-14,Circulating Market Value (Dollar),299616467.47,,,,,,
1626307200000,2021-07-15,Circulating Market Value (Dollar),305852146.56,,,,,,
1626393600000,2021-07-16,Circulating Market Value (Dollar),307936262.83,,,,,,
1626480000000,2021-07-17,Circulating Market Value (Dollar),304067328.31,,,,,,
1626566400000,2021-07-18,Circulating Market Value (Dollar),304618142.93,,,,,,
1626652800000,2021-07-19,Circulating Market Value (Dollar),308449214.00,,,,,,
1626739200000,2021-07-20,Circulating Market Value (Dollar),308117073.52,,,,,,
1626825600000,2021-07-21,Circulating Market Value (Dollar),307458755.33,,,,,,
1626912000000,2021-07-22,Circulating Market Value (Dollar),308093160.56,,,,,,
1626998400000,2021-07-23,Circulating Market Value (Dollar),306725933.52,,,,,,
1627084800000,2021-07-24,Circulating Market Value (Dollar),306822286.86,,,,,,
1627171200000,2021-07-25,Circulating Market Value (Dollar),306781475.96,,,,,,
1627257600000,2021-07-26,Circulating Market Value (Dollar),308880266.23,,,,,,
1627344000000,2021-07-27,Circulating Market Value (Dollar),302753629.95,,,,,,
1627430400000,2021-07-28,Circulating Market Value (Dollar),303333035.74,,,,,,
1627516800000,2021-07-29,Circulating Market Value (Dollar),304948927.87,,,,,,
1627603200000,2021-07-30,Circulating Market Value (Dollar),307200069.37,,,,,,
1627689600000,2021-07-31,Circulating Market Value (Dollar),306821652.58,,,,,,
1627776000000,2021-08-01,Circulating Market Value (Dollar),305063751.72,,,,,,
1627862400000,2021-08-02,Circulating Market Value (Dollar),302985491.30,,,,,,
1627948800000,2021-08-03,Circulating Market Value (Dollar),305062727.42,,,,,,
1628035200000,2021-08-04,Circulating Market Value (Dollar),305246425.09,,,,,,
1628121600000,2021-08-05,Circulating Market Value (Dollar),304868213.16,,,,,,
1628208000000,2021-08-06,Circulating Market Value (Dollar),303397341.19,,,,,,
1628294400000,2021-08-07,Circulating Market Value (Dollar),297200110.70,,,,,,
1628380800000,2021-08-08,Circulating Market Value (Dollar),298259501.53,,,,,,
1628467200000,2021-08-09,Circulating Market Value (Dollar),294687022.42,,,,,,
1628553600000,2021-08-10,Circulating Market Value (Dollar),302938188.49,,,,,,
1628640000000,2021-08-11,Circulating Market Value (Dollar),302998167.68,,,,,,
1628726400000,2021-08-12,Circulating Market Value (Dollar),306392750.20,,,,,,
1628812800000,2021-08-13,Circulating Market Value (Dollar),313465961.08,,,,,,
1628899200000,2021-08-14,Circulating Market Value (Dollar),317082730.87,,,,,,
1628985600000,2021-08-15,Circulating Market Value (Dollar),315983361.85,,,,,,
1629072000000,2021-08-16,Circulating Market Value (Dollar),316392085.20,,,,,,
1629158400000,2021-08-17,Circulating Market Value (Dollar),323727115.53,,,,,,
1629244800000,2021-08-18,Circulating Market Value (Dollar),322760975.13,,,,,,
1629331200000,2021-08-19,Circulating Market Value (Dollar),323934487.96,,,,,,
1629417600000,2021-08-20,Circulating Market Value (Dollar),323151689.62,,,,,,
1629504000000,2021-08-21,Circulating Market Value (Dollar),323395262.22,,,,,,
1629590400000,2021-08-22,Circulating Market Value (Dollar),323095015.03,,,,,,
1629676800000,2021-08-23,Circulating Market Value (Dollar),322530080.32,,,,,,
1629763200000,2021-08-24,Circulating Market Value (Dollar),326427396.56,,,,,,
1629849600000,2021-08-25,Circulating Market Value (Dollar),326416198.58,,,,,,
1629936000000,2021-08-26,Circulating Market Value (Dollar),324647289.71,,,,,,
1630022400000,2021-08-27,Circulating Market Value (Dollar),325750784.09,,,,,,
1630108800000,2021-08-28,Circulating Market Value (Dollar),329323535.00,,,,,,
1630195200000,2021-08-29,Circulating Market Value (Dollar),329440512.19,,,,,,
1630281600000,2021-08-30,Circulating Market Value (Dollar),328651020.81,,,,,,
1630368000000,2021-08-31,Circulating Market Value (Dollar),328974052.38,,,,,,
1630454400000,2021-09-01,Circulating Market Value (Dollar),329417677.35,,,,,,
1630540800000,2021-09-02,Circulating Market Value (Dollar),330283131.73,,,,,,
1630627200000,2021-09-03,Circulating Market Value (Dollar),329218008.80,,,,,,
1630713600000,2021-09-04,Circulating Market Value (Dollar),332696128.31,,,,,,
1630800000000,2021-09-05,Circulating Market Value (Dollar),331594048.85,,,,,,
1630886400000,2021-09-06,Circulating Market Value (Dollar),331585196.98,,,,,,
1630972800000,2021-09-07,Circulating Market Value (Dollar),316182673.10,,,,,,
1631059200000,2021-09-08,Circulating Market Value (Dollar),309474124.37,,,,,,
1631145600000,2021-09-09,Circulating Market Value (Dollar),308671560.45,,,,,,
1631232000000,2021-09-10,Circulating Market Value (Dollar),309431120.12,,,,,,
1631318400000,2021-09-11,Circulating Market Value (Dollar),309579628.69,,,,,,
1631404800000,2021-09-12,Circulating Market Value (Dollar),310347507.69,,,,,,
1631491200000,2021-09-13,Circulating Market Value (Dollar),309861499.51,,,,,,
1631577600000,2021-09-14,Circulating Market Value (Dollar),311279665.64,,,,,,
1631664000000,2021-09-15,Circulating Market Value (Dollar),313986927.78,,,,,,
1631750400000,2021-09-16,Circulating Market Value (Dollar),312207744.34,,,,,,
1631836800000,2021-09-17,Circulating Market Value (Dollar),312944107.72,,,,,,
1631923200000,2021-09-18,Circulating Market Value (Dollar),313749510.68,,,,,,
1632009600000,2021-09-19,Circulating Market Value (Dollar),313464860.82,,,,,,
1632096000000,2021-09-20,Circulating Market Value (Dollar),313417134.84,,,,,,
1632182400000,2021-09-21,Circulating Market Value (Dollar),314369805.36,,,,,,
1632268800000,2021-09-22,Circulating Market Value (Dollar),315208375.82,,,,,,
1632355200000,2021-09-23,Circulating Market Value (Dollar),315045238.51,,,,,,
1632441600000,2021-09-24,Circulating Market Value (Dollar),313663856.24,,,,,,
1632528000000,2021-09-25,Circulating Market Value (Dollar),313946928.31,,,,,,
1632614400000,2021-09-26,Circulating Market Value (Dollar),314085822.98,,,,,,
1632700800000,2021-09-27,Circulating Market Value (Dollar),313524396.34,,,,,,
1632787200000,2021-09-28,Circulating Market Value (Dollar),312229799.77,,,,,,
1632873600000,2021-09-29,Circulating Market Value (Dollar),309809654.21,,,,,,
1632960000000,2021-09-30,Circulating Market Value (Dollar),315814146.70,,,,,,
1633046400000,2021-10-01,Circulating Market Value (Dollar),319581468.78,,,,,,
1633132800000,2021-10-02,Circulating Market Value (Dollar),319949522.46,,,,,,
1633219200000,2021-10-03,Circulating Market Value (Dollar),317874469.97,,,,,,
1633305600000,2021-10-04,Circulating Market Value (Dollar),321154977.19,,,,,,
1633392000000,2021-10-05,Circulating Market Value (Dollar),321925688.26,,,,,,
1633478400000,2021-10-06,Circulating Market Value (Dollar),319778425.09,,,,,,
1633564800000,2021-10-07,Circulating Market Value (Dollar),319445218.03,,,,,,
1633651200000,2021-10-08,Circulating Market Value (Dollar),318827783.54,,,,,,
1633737600000,2021-10-09,Circulating Market Value (Dollar),318637452.06,,,,,,
1633824000000,2021-10-10,Circulating Market Value (Dollar),318978675.16,,,,,,
1633910400000,2021-10-11,Circulating Market Value (Dollar),318330633.93,,,,,,
1633996800000,2021-10-12,Circulating Market Value (Dollar),319924480.59,,,,,,
1634083200000,2021-10-13,Circulating Market Value (Dollar),319858453.08,,,,,,
1634169600000,2021-10-14,Circulating Market Value (Dollar),325633121.85,,,,,,
1634256000000,2021-10-15,Circulating Market Value (Dollar),326061174.44,,,,,,
1634342400000,2021-10-16,Circulating Market Value (Dollar),321379492.81,,,,,,
1634428800000,2021-10-17,Circulating Market Value (Dollar),321720980.90,,,,,,
1634515200000,2021-10-18,Circulating Market Value (Dollar),321687900.90,,,,,,
1634601600000,2021-10-19,Circulating Market Value (Dollar),320798445.77,,,,,,
1634688000000,2021-10-20,Circulating Market Value (Dollar),322004406.17,,,,,,
1634774400000,2021-10-21,Circulating Market Value (Dollar),319996549.40,,,,,,
1634860800000,2021-10-22,Circulating Market Value (Dollar),320370755.88,,,,,,
1634947200000,2021-10-23,Circulating Market Value (Dollar),323724278.01,,,,,,
1635033600000,2021-10-24,Circulating Market Value (Dollar),324233200.56,,,,,,
1635120000000,2021-10-25,Circulating Market Value (Dollar),322801517.36,,,,,,
1635206400000,2021-10-26,Circulating Market Value (Dollar),324332396.31,,,,,,
1635292800000,2021-10-27,Circulating Market Value (Dollar),322203643.58,,,,,,
1635379200000,2021-10-28,Circulating Market Value (Dollar),321962309.51,,,,,,
1635465600000,2021-10-29,Circulating Market Value (Dollar),323052430.05,,,,,,
1635552000000,2021-10-30,Circulating Market Value (Dollar),318967065.15,,,,,,
1635638400000,2021-10-31,Circulating Market Value (Dollar),319659629.49,,,,,,
1635724800000,2021-11-01,Circulating Market Value (Dollar),319518501.81,,,,,,
1635811200000,2021-11-02,Circulating Market Value (Dollar),321653695.18,,,,,,
1635897600000,2021-11-03,Circulating Market Value (Dollar),318506812.15,,,,,,
1635984000000,2021-11-04,Circulating Market Value (Dollar),319264616.44,,,,,,
1636070400000,2021-11-05,Circulating Market Value (Dollar),323654722.55,,,,,,
1636156800000,2021-11-06,Circulating Market Value (Dollar),327826304.86,,,,,,
1636243200000,2021-11-07,Circulating Market Value (Dollar),327746758.07,,,,,,
1636329600000,2021-11-08,Circulating Market Value (Dollar),328544686.44,154789450.46,,,,,
1636416000000,2021-11-09,Circulating Market Value (Dollar),330665977.03,155491612.37,,,,,
1636502400000,2021-11-10,Circulating Market Value (Dollar),331292498.25,156562607.15,,,,,
1636588800000,2021-11-11,Circulating Market Value (Dollar),336033129.12,158014327.98,,,,,
1636675200000,2021-11-12,Circulating Market Value (Dollar),324326408.25,177916723.64,,,,,
1636761600000,2021-11-13,Circulating Market Value (Dollar),326733074.74,178053287.23,,,,,
1636848000000,2021-11-14,Circulating Market Value (Dollar),326516304.15,177646230.68,,,,,
1636934400000,2021-11-15,Circulating Market Value (Dollar),322972222.78,188071761.56,,,,,
1637020800000,2021-11-16,Circulating Market Value (Dollar),322635573.19,186675959.89,,,,,
1637107200000,2021-11-17,Circulating Market Value (Dollar),323099642.52,185553020.06,,,,,
1637193600000,2021-11-18,Circulating Market Value (Dollar),326725766.31,187591954.36,,,,,
1637280000000,2021-11-19,Circulating Market Value (Dollar),323806051.43,186517633.85,,,,,
1637366400000,2021-11-20,Circulating Market Value (Dollar),323361923.31,185867178.52,,,,,
1637452800000,2021-11-21,Circulating Market Value (Dollar),322529517.66,185309084.10,,,,,
1637539200000,2021-11-22,Circulating Market Value (Dollar),321536868.14,188332704.13,,,,,
1637625600000,2021-11-23,Circulating Market Value (Dollar),315286549.70,186433888.45,,,,,
1637712000000,2021-11-24,Circulating Market Value (Dollar),315611035.84,183810738.85,,,,,
1637798400000,2021-11-25,Circulating Market Value (Dollar),314806213.40,183891041.64,,,,,
1637884800000,2021-11-26,Circulating Market Value (Dollar),317247757.03,219612723.63,,,,,
1637971200000,2021-11-27,Circulating Market Value (Dollar),316427950.28,220139853.09,,,,,
1638057600000,2021-11-28,Circulating Market Value (Dollar),317073192.33,219745692.14,,,,,
1638144000000,2021-11-29,Circulating Market Value (Dollar),320574520.36,219528024.30,,,,,
1638230400000,2021-11-30,Circulating Market Value (Dollar),320740256.79,219006582.37,,,,,
1638316800000,2021-12-01,Circulating Market Value (Dollar),317813420.04,217119623.85,,,,,
1638403200000,2021-12-02,Circulating Market Value (Dollar),319755525.65,219668408.97,,,,,
1638489600000,2021-12-03,Circulating Market Value (Dollar),317084367.80,217892924.81,,,,,
1638576000000,2021-12-04,Circulating Market Value (Dollar),320194566.47,219335856.20,,,,,
1638662400000,2021-12-05,Circulating Market Value (Dollar),319334022.84,220517743.14,,,,,
1638748800000,2021-12-06,Circulating Market Value (Dollar),319583841.16,219534984.91,,,,,
1638835200000,2021-12-07,Circulating Market Value (Dollar),319135900.12,220244715.49,,,,,
1638921600000,2021-12-08,Circulating Market Value (Dollar),321171772.29,219879490.82,,,,,
1639008000000,2021-12-09,Circulating Market Value (Dollar),320562705.74,219815951.26,,,,,
1639094400000,2021-12-10,Circulating Market Value (Dollar),319229132.07,218113103.06,,,,,
1639180800000,2021-12-11,Circulating Market Value (Dollar),320264656.81,219861914.44,,,,,
1639267200000,2021-12-12,Circulating Market Value (Dollar),320194804.69,220103848.91,,,,,
1639353600000,2021-12-13,Circulating Market Value (Dollar),321177171.52,219686105.62,,,,,
1639440000000,2021-12-14,Circulating Market Value (Dollar),322696944.19,219783625.17,,,,,
1639526400000,2021-12-15,Circulating Market Value (Dollar),325869168.67,218522606.96,,,,,
1639612800000,2021-12-16,Circulating Market Value (Dollar),327967961.48,219602087.86,,,,,
1639699200000,2021-12-17,Circulating Market Value (Dollar),336251717.44,221079705.90,,,,,
1639785600000,2021-12-18,Circulating Market Value (Dollar),336626720.09,221182307.41,,,,,
1639872000000,2021-12-19,Circulating Market Value (Dollar),337356387.17,221439021.66,,,,,
1639958400000,2021-12-20,Circulating Market Value (Dollar),335177980.50,221192997.57,,,,,
1640044800000,2021-12-21,Circulating Market Value (Dollar),334986328.65,220496934.16,,,,,
1640131200000,2021-12-22,Circulating Market Value (Dollar),316086899.46,220317456.71,,,,,
1640217600000,2021-12-23,Circulating Market Value (Dollar),318260939.61,222772946.48,,,,,
1640304000000,2021-12-24,Circulating Market Value (Dollar),323701494.73,223400824.39,,,,,
1640390400000,2021-12-25,Circulating Market Value (Dollar),323592792.02,222442228.03,,,,,
1640476800000,2021-12-26,Circulating Market Value (Dollar),323499100.01,222724156.64,,,,,
1640563200000,2021-12-27,Circulating Market Value (Dollar),323100284.44,222826983.67,,,,,
1640649600000,2021-12-28,Circulating Market Value (Dollar),323537093.82,223263340.78,,,,,
1640736000000,2021-12-29,Circulating Market Value (Dollar),322165037.06,222506233.68,,,,,
1640822400000,2021-12-30,Circulating Market Value (Dollar),322416243.73,222923992.01,,,,,
1640908800000,2021-12-31,Circulating Market Value (Dollar),325092168.25,223878318.32,,,,,
1640995200000,2022-01-01,Circulating Market Value (Dollar),325567319.01,224771149.88,,,,,
1641081600000,2022-01-02,Circulating Market Value (Dollar),328696432.18,226556181.52,,,,,
1641168000000,2022-01-03,Circulating Market Value (Dollar),326835734.56,225415687.00,,,,,
1641254400000,2022-01-04,Circulating Market Value (Dollar),327915860.81,222911783.27,,,,,
1641340800000,2022-01-05,Circulating Market Value (Dollar),329131098.37,223024668.99,,,,,
1641427200000,2022-01-06,Circulating Market Value (Dollar),325696351.78,223484751.94,,,,,
1641513600000,2022-01-07,Circulating Market Value (Dollar),323892859.97,221006453.48,,,,,
1641600000000,2022-01-08,Circulating Market Value (Dollar),325327686.73,222494536.15,,,,,
1641686400000,2022-01-09,Circulating Market Value (Dollar),322756538.26,221397313.49,,,,,
1641772800000,2022-01-10,Circulating Market Value (Dollar),323609560.74,220627155.68,,,,,
1641859200000,2022-01-11,Circulating Market Value (Dollar),326255456.79,222780870.13,,,,,
1641945600000,2022-01-12,Circulating Market Value (Dollar),329380291.94,226621834.60,,,,,
1642032000000,2022-01-13,Circulating Market Value (Dollar),331525463.83,227370734.42,,,,,
1642118400000,2022-01-14,Circulating Market Value (Dollar),330497150.41,226551898.07,,,,,
1642204800000,2022-01-15,Circulating Market Value (Dollar),329869351.70,226246020.51,,,,,
1642291200000,2022-01-16,Circulating Market Value (Dollar),329977612.63,225968441.93,,,,,
1642377600000,2022-01-17,Circulating Market Value (Dollar),329847981.80,225866295.80,,,,,
1642464000000,2022-01-18,Circulating Market Value (Dollar),330088277.40,226859685.47,,,,,
1642550400000,2022-01-19,Circulating Market Value (Dollar),328857357.91,225808712.61,,,,,
1642636800000,2022-01-20,Circulating Market Value (Dollar),334031784.82,228733511.41,,,,,
1642723200000,2022-01-21,Circulating Market Value (Dollar),334668420.08,228134867.50,,,,,
1642809600000,2022-01-22,Circulating Market Value (Dollar),331502260.91,228315089.71,,,,,
1642896000000,2022-01-23,Circulating Market Value (Dollar),335511437.39,228650948.72,,,,,
1642982400000,2022-01-24,Circulating Market Value (Dollar),336133451.49,228184038.30,,,,,
1643068800000,2022-01-25,Circulating Market Value (Dollar),340043101.95,229041147.24,,,,,
1643155200000,2022-01-26,Circulating Market Value (Dollar),343001715.35,229817330.49,,,,,
1643241600000,2022-01-27,Circulating Market Value (Dollar),346360303.88,226347044.99,,,,,
1643328000000,2022-01-28,Circulating Market Value (Dollar),352073020.65,224416863.61,,,,,
1643414400000,2022-01-29,Circulating Market Value (Dollar),349714377.26,222338699.94,,,,,
1643500800000,2022-01-30,Circulating Market Value (Dollar),350172769.18,223084371.23,,,,,
1643587200000,2022-01-31,Circulating Market Value (Dollar),353262202.07,222233461.69,,,,,
1643673600000,2022-02-01,Circulating Market Value (Dollar),355695446.97,223451666.82,,,,,
1643760000000,2022-02-02,Circulating Market Value (Dollar),355929172.87,223545339.93,,,,,
1643846400000,2022-02-03,Circulating Market Value (Dollar),357138861.66,224992058.93,,,,,
1643932800000,2022-02-04,Circulating Market Value (Dollar),357089398.40,224241067.38,,,,,
1644019200000,2022-02-05,Circulating Market Value (Dollar),359295483.70,224652713.70,,,,,
1644105600000,2022-02-06,Circulating Market Value (Dollar),356942737.44,224492559.97,,,,,
1644192000000,2022-02-07,Circulating Market Value (Dollar),358082145.19,224779642.28,,,,,
1644278400000,2022-02-08,Circulating Market Value (Dollar),359336663.06,225226378.12,,,,,
1644364800000,2022-02-09,Circulating Market Value (Dollar),362849558.05,224238172.30,,,,,
1644451200000,2022-02-10,Circulating Market Value (Dollar),364328622.94,224705673.87,,,,,
1644537600000,2022-02-11,Circulating Market Value (Dollar),367764010.85,225238685.98,,,,,
1644624000000,2022-02-12,Circulating Market Value (Dollar),375678469.63,227224101.15,,,,,
1644710400000,2022-02-13,Circulating Market Value (Dollar),376656666.66,231342337.79,,,,,
1644796800000,2022-02-14,Circulating Market Value (Dollar),379070196.99,231129799.87,,,,,
1644883200000,2022-02-15,Circulating Market Value (Dollar),392031480.44,232533486.85,,,,,
1644969600000,2022-02-16,Circulating Market Value (Dollar),387562638.24,229986321.03,,,,,
1645056000000,2022-02-17,Circulating Market Value (Dollar),391297543.50,234138798.91,,,,,
1645142400000,2022-02-18,Circulating Market Value (Dollar),424382808.54,238046202.86,,,,,
1645228800000,2022-02-19,Circulating Market Value (Dollar),423994197.32,237648996.16,,,,,
1645315200000,2022-02-20,Circulating Market Value (Dollar),425404124.93,237826330.40,,,,,
1645401600000,2022-02-21,Circulating Market Value (Dollar),428419757.67,239212795.06,,,,,
1645488000000,2022-02-22,Circulating Market Value (Dollar),446897077.08,239252460.72,,,,,
1645574400000,2022-02-23,Circulating Market Value (Dollar),452301162.42,239354880.83,,,,,
1645660800000,2022-02-24,Circulating Market Value (Dollar),464768536.58,250423246.90,,,,,
1645747200000,2022-02-25,Circulating Market Value (Dollar),537537194.48,249282852.16,,,,,
1645833600000,2022-02-26,Circulating Market Value (Dollar),527387620.55,246808030.44,,,,,
1645920000000,2022-02-27,Circulating Market Value (Dollar),524865156.95,246517180.94,,,,,
1646006400000,2022-02-28,Circulating Market Value (Dollar),529971901.46,249781987.63,,,,,
1646092800000,2022-03-01,Circulating Market Value (Dollar),526429520.06,248837406.84,,,,,
1646179200000,2022-03-02,Circulating Market Value (Dollar),535982148.75,253601322.12,,,,,
1646265600000,2022-03-03,Circulating Market Value (Dollar),534396120.84,252141729.48,,,,,
1646352000000,2022-03-04,Circulating Market Value (Dollar),536949522.43,252768846.36,,,,,
1646438400000,2022-03-05,Circulating Market Value (Dollar),547539261.91,261502926.14,,,,,
1646524800000,2022-03-06,Circulating Market Value (Dollar),548396845.38,261549606.38,,,,,
1646611200000,2022-03-07,Circulating Market Value (Dollar),567077890.45,303602103.09,,,,,
1646697600000,2022-03-08,Circulating Market Value (Dollar),581758041.51,306172374.77,,,,,
1646784000000,2022-03-09,Circulating Market Value (Dollar),622177833.30,311192374.95,,,,,
1646870400000,2022-03-10,Circulating Market Value (Dollar),611817526.50,305817021.02,,,,,
1646956800000,2022-03-11,Circulating Market Value (Dollar),621075023.08,306745629.90,,,,,
1647043200000,2022-03-12,Circulating Market Value (Dollar),616929849.60,310012008.22,,,,,
1647129600000,2022-03-13,Circulating Market Value (Dollar),618882407.48,310092700.67,,,,,
1647216000000,2022-03-14,Circulating Market Value (Dollar),619786874.82,311177058.43,,,,,
1647302400000,2022-03-15,Circulating Market Value (Dollar),616214851.08,307805710.43,,,,,
1647388800000,2022-03-16,Circulating Market Value (Dollar),609913814.82,301342126.88,,,,,
1647475200000,2022-03-17,Circulating Market Value (Dollar),614754795.72,301883183.20,,,,,
1647561600000,2022-03-18,Circulating Market Value (Dollar),620118464.33,303810500.60,,,,,
1647648000000,2022-03-19,Circulating Market Value (Dollar),611476549.26,302192236.96,,,,,
1647734400000,2022-03-20,Circulating Market Value (Dollar),608940502.38,301614522.83,,,,,
1647820800000,2022-03-21,Circulating Market Value (Dollar),609636582.24,305757439.26,,,,,
1647907200000,2022-03-22,Circulating Market Value (Dollar),614119126.15,305049922.94,,,,,
1647993600000,2022-03-23,Circulating Market Value (Dollar),609602139.92,304096914.44,,,,,
1648080000000,2022-03-24,Circulating Market Value (Dollar),617508347.00,306338945.57,,,,,
1648166400000,2022-03-25,Circulating Market Value (Dollar),620723181.31,306726710.78,,,,,
1648252800000,2022-03-26,Circulating Market Value (Dollar),621666383.40,305593526.25,,,,,
1648339200000,2022-03-27,Circulating Market Value (Dollar),623766679.33,306439957.34,,,,,
1648425600000,2022-03-28,Circulating Market Value (Dollar),620484522.84,309811172.10,,,,,
1648512000000,2022-03-29,Circulating Market Value (Dollar),611254740.39,304834697.34,,,,,
1648598400000,2022-03-30,Circulating Market Value (Dollar),610866503.94,303820280.18,,,,,
1648684800000,2022-03-31,Circulating Market Value (Dollar),614877235.56,308433440.67,,,,,
1648771200000,2022-04-01,Circulating Market Value (Dollar),616316225.22,310897541.19,,,,,
